Date,SP500,iShares
10/10/2012,0.000195389,-0.004500975
10/11/2012,-0.002966137,0.001369714
10/12/2012,0.008077922,0.006157283
10/15/2012,0.010269933,0.01631763
10/16/2012,0.004117058,-0.00842937
10/17/2012,-0.002443729,-0.01808132
10/18/2012,-0.016571305,-0.023498721
10/19/2012,0.000439582,0.00942858
10/22/2012,-0.014443906,-0.009758468
10/23/2012,-0.003085383,-0.00506861
10/24/2012,0.002995543,-0.003112949
10/25/2012,-0.000728982,0.001277555
10/26/2012,0.00015588,-0.003544251
10/31/2012,0.010926475,0.017925832
11/1/2012,-0.009379454,-0.015513334
11/2/2012,0.002163809,0.007240141
11/5/2012,0.007853185,0.005778431
11/6/2012,-0.023705,-0.026905696
11/7/2012,-0.012204842,-0.015408905
11/8/2012,0.001698693,0.006581531
11/9/2012,0.000130487,-0.005231039
11/12/2012,-0.003985421,-0.007449294
11/13/2012,-0.013852036,-0.007946957
11/14/2012,-0.001593545,-0.005192212
11/15/2012,0.00483995,0.003131447
11/16/2012,0.019862054,0.02764962
11/19/2012,0.000663386,-0.006654007
11/20/2012,0.002320181,0.003932027
11/21/2012,0.013026315,0.016826319
11/23/2012,-0.002029582,0.007560439
11/26/2012,-0.005226588,-0.004530645
11/27/2012,0.007856029,0.006684505
11/28/2012,0.004269642,0.004803606
11/29/2012,0.000162508,-0.003655676
11/30/2012,-0.004745225,-0.000987679
12/3/2012,-0.001709812,-0.001695495
12/4/2012,0.001584862,-0.012876339
12/5/2012,0.003306591,0.007597058
12/6/2012,0.00292092,-0.005263853
12/7/2012,0.000338561,0.005149093
12/10/2012,0.006548882,0.013232587
12/11/2012,0.000448239,-0.003791311
12/12/2012,-0.006321425,-0.007753185
12/13/2012,-0.004135401,-0.009802813
12/14/2012,0.011870591,0.012195522
12/17/2012,0.011486657,0.019135052
12/18/2012,-0.007589201,-0.00301542
12/19/2012,0.005488109,-0.000420604
12/20/2012,-0.009378688,-0.007424572
12/21/2012,-0.002440296,-0.002681834
12/24/2012,-0.00478746,-0.00820817
12/26/2012,-0.001218442,0
12/27/2012,-0.011049942,-0.011558538
12/28/2012,0.016941941,0.020932613
12/31/2012,0.025403421,0.031391724
1/2/2013,-0.002085618,-0.007266429
1/3/2013,0.004865097,-0.007043589
1/4/2013,-0.003123116,-0.001807858
1/7/2013,-0.003242372,-0.003344012
1/8/2013,0.002655867,0.002516442
1/9/2013,0.007597415,0.006414646
1/10/2013,-4.75138E-05,0.002217284
1/11/2013,-0.000930671,-0.006498009
1/14/2013,0.00112867,-0.005427521
1/15/2013,0.000196992,0.006856202
1/16/2013,0.005642922,0.003751894
1/17/2013,0.00340327,-0.00373787
1/18/2013,0.004428107,0.001806586
1/22/2013,0.001507477,0.013732955
1/23/2013,6.61422E-06,-0.021620642
1/24/2013,0.005445482,0.00363676
1/25/2013,-0.001849621,0.004041233
1/28/2013,0.005105995,-0.003192011
1/29/2013,-0.003899621,-0.001810225
1/30/2013,-0.002563301,0.000557866
1/31/2013,0.010052706,0.009340553
2/1/2013,-0.011538745,-0.014779033
2/4/2013,0.01041651,0.012757795
2/5/2013,0.000549171,-0.000553839
2/6/2013,-0.001805399,0.0015235
2/7/2013,0.005657941,0.010233865
2/8/2013,-0.000606118,0.001368685
2/11/2013,0.001595272,-0.005194791
2/12/2013,0.000592263,-0.00068675
2/13/2013,0.000690672,0.002337655
2/14/2013,-0.001045081,-0.002606994
2/15/2013,0.007336475,0.007427731
2/19/2013,-0.012404138,-0.017203405
2/20/2013,-0.006303057,-0.011669931
2/21/2013,0.008772468,0.013072614
2/22/2013,-0.018309581,-0.01498532
2/25/2013,0.006109463,0.005916562
2/26/2013,0.012725994,0.009242053
2/27/2013,-0.00086408,-0.003052395
2/28/2013,0.002323855,0.000974195
3/1/2013,0.004610723,0.000973365
3/4/2013,0.009566017,0.016113155
3/5/2013,0.001084513,0.000546949
3/6/2013,0.001816492,0.003279249
3/7/2013,0.004481139,0.00068091
3/8/2013,0.003249086,0.004626968
3/11/2013,-0.002403253,-0.005689297
3/12/2013,0.001314052,0.001225725
3/13/2013,0.00560299,0.007348217
3/14/2013,-0.001618462,-0.002026187
3/15/2013,-0.005510332,0
3/18/2013,-0.002422531,-0.002842611
3/19/2013,0.006697492,0.005293957
3/20/2013,-0.008282434,-0.013637437
3/21/2013,0.007174256,0.006022904
3/22/2013,-0.003340039,-0.003028763
3/25/2013,0.007785111,0.005200504
3/26/2013,-0.00058835,-0.002450552
3/27/2013,0.004056669,0.000545693
3/28/2013,-0.00447358,-0.011458486
4/1/2013,0.005172264,0.003312129
4/2/2013,-0.010546129,-0.008526997
4/3/2013,0.004048452,-0.00194204
4/4/2013,-0.004294896,-0.010284724
4/5/2013,0.006302738,0.004072017
4/8/2013,0.003544332,0.008252018
4/9/2013,0.012189133,0.020391168
4/10/2013,0.003552251,-0.007884507
4/11/2013,-0.002836767,-0.005207351
4/12/2013,-0.022966291,-0.017630784
4/15/2013,0.014307223,0.014722835
4/16/2013,-0.014327681,-0.024596234
4/17/2013,-0.006701004,-0.013741264
4/18/2013,0.008847903,-0.002298091
4/19/2013,0.00466163,0.010365826
4/22/2013,0.010419219,0.012681661
4/23/2013,6.34034E-06,0.005487484
4/24/2013,0.004034732,0.00139932
4/25/2013,-0.001842113,0.000978226
4/26/2013,0.007186012,0.016752611
4/29/2013,0.0024849,0.010984245
4/30/2013,-0.009307884,-0.007740812
5/1/2013,0.009407983,0.013002515
5/2/2013,0.010534667,0.011214722
5/3/2013,0.001907779,0.007082077
5/6/2013,0.00523027,-0.003449721
5/7/2013,0.004139081,0.008254644
5/8/2013,-0.003687104,-0.004489772
5/9/2013,0.004321655,0.004510021
5/10/2013,4.28898E-05,-0.001980798
5/13/2013,0.010142153,0.000926392
5/14/2013,0.005114136,0.001453948
5/15/2013,-0.005009741,0.008975653
5/16/2013,0.010300097,0.009549844
5/17/2013,-0.000707618,0.0014252
5/20/2013,0.001722386,-0.001423172
5/21/2013,-0.008273657,-0.011792026
5/22/2013,-0.002923832,0.000524395
5/23/2013,-0.000551365,-0.002621223
5/24/2013,0.006340982,0.006964594
5/28/2013,-0.007047982,0.000130649
5/29/2013,0.003670344,0.009524811
5/30/2013,-0.014307242,-0.007754932
5/31/2013,0.005935989,0.005210365
6/3/2013,-0.005510807,-0.004664941
6/4/2013,-0.013779733,-0.010285153
6/5/2013,0.008490294,0.000657845
6/6/2013,0.012831541,0.010516509
6/7/2013,-0.000346813,-0.000780508
6/10/2013,-0.010153367,-0.011066381
6/11/2013,-0.008369555,-0.007898882
6/12/2013,0.014784291,0.010881194
6/13/2013,-0.005885016,-0.008138605
6/14/2013,0.007567365,0.011117067
6/17/2013,0.007791158,0.007067969
6/18/2013,-0.013851475,-0.008448154
6/19/2013,-0.025010351,-0.026477741
6/20/2013,0.002669777,-0.005655136
6/21/2013,-0.012145016,-0.014759625
6/24/2013,0.009497272,0.006734126
6/25/2013,0.009590487,0.005422854
6/26/2013,0.006199831,0.004358779
6/27/2013,-0.004289562,-0.001492038
6/28/2013,0.005403748,0.006655117
7/1/2013,-0.000544908,0.000539933
7/2/2013,0.000824047,0.005528482
7/3/2013,0.010201732,0.007107148
7/5/2013,0.005251546,-0.003195386
7/8/2013,0.007229671,0.005076164
7/9/2013,0.000181593,0.00478448
7/10/2013,0.01355425,0.018650817
7/11/2013,0.003086483,0.000908999
7/12/2013,0.00137488,0.005319363
7/15/2013,-0.003708761,0.000257818
7/16/2013,0.002774047,0.001032215
7/17/2013,0.005032965,-0.001288636
7/18/2013,0.00161005,-0.018970482
7/19/2013,0.002033026,0.003551751
7/22/2013,-0.001851937,-0.004325725
7/23/2013,-0.003811222,0.008557212
7/24/2013,0.002556472,0.002871638
7/25/2013,0.000828294,-0.001822051
7/26/2013,-0.003736038,-0.001303868
7/29/2013,0.000373817,0.009008502
7/30/2013,-0.00013641,-0.000388077
7/31/2013,0.01254057,0.010615222
8/1/2013,0.001640458,0.003970899
8/2/2013,-0.001479835,0.003189313
8/5/2013,-0.005723034,-0.007884929
8/6/2013,-0.003805865,-0.001538405
8/7/2013,0.00388545,0.005392198
8/8/2013,-0.00356996,-0.004213942
8/9/2013,-0.001152921,0.008463644
8/12/2013,0.002776056,0.008647155
8/13/2013,-0.005176618,-0.000504324
8/14/2013,-0.014281602,-0.018920162
8/15/2013,-0.003304595,0.001799702
8/16/2013,-0.005900302,-0.002053364
8/19/2013,0.003821195,0.001414578
8/20/2013,-0.005779603,-0.002054682
8/21/2013,0.008619376,0.004503959
8/22/2013,0.003947011,0.00576506
8/23/2013,-0.004039658,-0.000891739
8/26/2013,-0.015874195,-0.021672909
8/27/2013,0.002747646,0.002736496
8/28/2013,0.001963402,0.004808385
8/29/2013,-0.003174318,-0.007113058
8/30/2013,0.004164222,0.003646964
9/3/2013,0.008116953,0.010642557
9/4/2013,0.001209863,0.000642103
9/5/2013,5.44312E-05,0.000513601
9/6/2013,0.009992881,0.013724929
9/9/2013,0.007345789,0.004175537
9/10/2013,0.003052284,-0.006300456
9/11/2013,-0.003380415,-0.000887781
9/12/2013,0.00271468,-0.000380533
9/13/2013,0.005693153,-0.003428094
9/16/2013,0.004217739,0.005096042
9/17/2013,0.012177673,0.013816765
9/18/2013,-0.001842954,0.002500559
9/19/2013,-0.007216886,-0.00723368
9/20/2013,-0.004719586,0.002010026
9/23/2013,-0.002597143,-0.001312549
9/24/2013,-0.002739466,-0.000881749
9/25/2013,0.003485426,0.00302491
9/26/2013,-0.004073801,-0.004775097
9/27/2013,-0.006029231,-0.005050491
9/30/2013,0.007998543,0.011167593
10/1/2013,-0.00066667,0.001004137
10/2/2013,-0.008979415,-0.010531875
10/3/2013,0.007053224,0.006462485
10/4/2013,-0.008506362,-0.006546561
10/7/2013,-0.012332079,-0.017741923
10/8/2013,0.000573906,0.00270955
10/9/2013,0.021830497,0.017756096
10/10/2013,0.006286271,0.00733225
10/11/2013,0.004074721,0.005773136
10/14/2013,-0.007063723,-0.006363788
10/15/2013,0.013827532,0.009669756
10/16/2013,0.006743953,-0.001865632
10/17/2013,0.006548756,0.019813044
10/18/2013,9.17363E-05,0.005131806
10/21/2013,0.005737513,-0.002917432
10/22/2013,-0.004724557,-0.006583919
10/23/2013,0.003258135,0.003559188
10/24/2013,0.004394844,0.003424395
10/25/2013,0.001329699,0.000974928
10/28/2013,0.005584195,0.003652668
10/29/2013,-0.004875923,-0.00109183
10/30/2013,-0.003839381,-0.000728653
10/31/2013,0.002903421,0
11/1/2013,0.003570559,0.004010735
11/4/2013,-0.002805588,0.000968522
11/5/2013,0.00426554,0.007135125
11/6/2013,-0.013182772,-0.014169253
11/7/2013,0.01342756,0.010718814
11/8/2013,0.000722932,0.000602453
11/11/2013,-0.002370392,0.003854088
11/12/2013,0.008095344,0.011277697
11/13/2013,0.004837259,-0.004982743
11/14/2013,0.004222034,0.002861427
11/15/2013,-0.003698198,-0.009511226
11/18/2013,-0.002042965,-0.003961059
11/19/2013,-0.003635611,-0.002048886
11/20/2013,0.008128565,0.011592703
11/21/2013,0.004961458,-0.002267984
11/22/2013,-0.001263342,-0.001076895
11/25/2013,0.000149805,0.004910923
11/26/2013,0.002485081,0.010011697
11/27/2013,-0.000785689,0.00542851
11/29/2013,-0.002719021,-0.004342769
12/2/2013,-0.003192848,0.003300671
12/3/2013,-0.001303493,0.004464935
12/4/2013,-0.004339573,-0.001637687
12/5/2013,0.011237871,0.005623903
12/6/2013,0.0018171,0.004543872
12/9/2013,-0.003179659,-0.001739796
12/10/2013,-0.011316874,-0.012547755
12/11/2013,-0.003770562,-0.005059444
12/12/2013,-0.00010141,-0.002483833
12/13/2013,0.00632004,0.010314464
12/16/2013,-0.003100988,0.00129072
12/17/2013,0.016647964,0.006680043
12/18/2013,-0.000579929,-0.0012806
12/19/2013,0.004818728,0.010723941
12/20/2013,0.00531812,0.013665165
12/23/2013,0.002915747,0.002853368
12/24/2013,0.00474553,0.00307237
12/26/2013,-0.000336585,-0.002836166
12/27/2013,-0.000179254,-0.001251516
12/30/2013,0.003959675,0.007518758
12/31/2013,-0.008861913,-0.01028937
1/2/2014,-0.000332965,-0.004455652
1/3/2014,-0.002511767,-0.001262564
1/6/2014,0.006081764,0.009766918
1/7/2014,-0.000212209,0.00091042
1/8/2014,0.000348309,-0.006025605
1/9/2014,0.002306687,0.002973833
1/10/2014,-0.012576217,-0.010377374
1/13/2014,0.010817972,0.020857085
1/14/2014,0.005166188,0.012642698
1/15/2014,-0.00134712,-0.000445836
1/16/2014,-0.003895175,-0.007694897
1/17/2014,0.002773752,0.004832538
1/21/2014,0.000574865,-0.000223748
1/22/2014,-0.008889577,-0.00346783
1/23/2014,-0.020875449,-0.019533193
1/24/2014,-0.004876294,-0.008816034
1/27/2014,0.006140652,-0.007855046
1/28/2014,-0.010209232,-0.008732035
1/29/2014,0.011267045,0.015856215
1/30/2014,-0.006465299,0.005087364
1/31/2014,-0.02283192,-0.023582362
2/3/2014,0.007641089,0.005773147
2/4/2014,-0.002028222,0.000117033
2/5/2014,0.012439793,0.011478283
2/6/2014,0.013301887,0.014589906
2/7/2014,0.001569235,0.005135687
2/10/2014,0.011062114,0.011581927
2/11/2014,-0.000269262,0.002581452
2/12/2014,0.005810025,0.010076328
2/13/2014,0.004809217,0.002660036
2/14/2014,0.001158474,0.002542624
2/18/2014,-0.006524484,-0.005072084
2/19/2014,0.006031458,0.004543689
2/20/2014,-0.001918723,-0.003751027
2/21/2014,0.006186513,0.004983614
2/24/2014,-0.001347682,-0.003967189
2/25/2014,2.16999E-05,0.002212563
2/26/2014,0.004948083,0.006402629
2/27/2014,0.002782689,-0.002193805
2/28/2014,-0.007378511,-0.007584681
3/3/2014,0.015267701,0.015285633
3/4/2014,-5.3351E-05,0.001745555
3/5/2014,0.001718408,0.000217796
3/6/2014,0.000538089,-0.004682048
3/7/2014,-0.000463246,-0.001312704
3/10/2014,-0.005082139,-0.003067059
3/11/2014,0.000305171,0.003296136
3/12/2014,-0.011701095,-0.014784686
3/13/2014,-0.002821778,-0.007114443
3/14/2014,0.009613635,0.012427336
3/17/2014,0.007219619,0.014707521
3/18/2014,-0.006131649,-0.004795104
3/19/2014,0.006040505,0.00657017
3/20/2014,-0.002932671,-0.006962562
3/21/2014,-0.00486471,-0.002629238
3/24/2014,0.00440394,0.007749156
3/25/2014,-0.007000319,-0.013661255
3/26/2014,-0.001900084,-0.006204989
3/27/2014,0.004640222,0.005351672
3/28/2014,0.007924102,0.009870305
3/31/2014,0.007039349,0.014386352
4/1/2014,0.002853326,-0.000108305
4/2/2014,-0.00112645,-0.007579132
4/3/2014,-0.012537288,-0.023456144
4/4/2014,-0.010750113,-0.007373659
4/7/2014,0.003750554,0.009904253
4/8/2014,0.010918213,0.015936939
4/9/2014,-0.020884796,-0.027095105
4/10/2014,-0.009486774,-0.011388217
4/11/2014,0.008217286,0.008895995
4/14/2014,0.006757308,0.004861003
4/15/2014,0.010488491,0.00911244
4/16/2014,0.001363853,-0.001672462
4/17/2014,0.003775124,0.004020283
4/21/2014,0.004092139,0.005116226
4/22/2014,-0.002213314,-0.01040169
4/23/2014,0.00171696,0.010175345
4/24/2014,-0.008096391,-0.013172162
4/25/2014,0.003236036,0.007515206
4/28/2014,0.004760757,0.007459591
4/29/2014,0.002992017,0.004309653
4/30/2014,-0.000143261,-0.00220054
5/1/2014,-0.001348445,-0.001433649
5/2/2014,0.001871216,0.003975618
5/5/2014,-0.008988392,-0.01220985
5/6/2014,0.005616468,-0.003563473
5/7/2014,-0.001373625,0
5/8/2014,0.001519476,0.00212333
5/9/2014,0.009672738,0.017062537
5/12/2014,0.000421758,0.000438857
5/13/2014,-0.004701005,-0.004932264
5/14/2014,-0.009361807,-0.007489817
5/15/2014,0.003746965,0.006658621
5/16/2014,0.003844787,0.009260457
5/19/2014,-0.006498398,-0.004150913
5/20/2014,0.008116099,0.007677887
5/21/2014,0.00236223,0.002068103
5/22/2014,0.004248392,0.010102151
5/23/2014,0.005987806,0.011399265
5/27/2014,-0.001114072,-0.003508902
5/28/2014,0.00536711,0.006295304
5/29/2014,0.001843678,-0.000742184
5/30/2014,0.000727826,-0.001273435
6/2/2014,-0.000379217,-0.00063748
6/3/2014,0.001891664,0.002870466
6/4/2014,0.00652528,0.008799036
6/5/2014,0.004627758,0.004833963
6/6/2014,0.000938772,0.003137255
6/9/2014,-0.000245984,0.002189364
6/10/2014,-0.003537041,-0.001768231
6/11/2014,-0.007088894,-0.008962232
6/12/2014,0.003134562,0.006729843
6/13/2014,0.000836705,0.001253397
6/16/2014,0.002172569,0.003651448
6/17/2014,0.007718881,0.004364962
6/18/2014,0.001277479,-0.002276483
6/19/2014,0.001730059,-0.002696905
6/20/2014,-0.000132464,0.0021843
6/23/2014,-0.006435311,-0.004439891
6/24/2014,0.004897511,0.005645676
6/25/2014,-0.001178884,-0.00124774
6/26/2014,0.001910869,0.005828986
6/27/2014,-0.000372257,0.002587182
6/30/2014,0.006677771,0.010115729
7/1/2014,0.000658813,0.000408681
7/2/2014,0.005479508,0.0044944
7/3/2014,-0.003923522,-0.000305023
7/7/2014,-0.007048802,-0.011697692
7/8/2014,0.004644268,0.004322823
7/9/2014,-0.004131072,-0.002254692
7/10/2014,0.001470922,0.003184205
7/11/2014,0.004843553,0.007474103
7/14/2014,-0.001932096,-0.002743953
7/15/2014,0.004201085,0.009375288
7/16/2014,-0.011834026,-0.012922727
7/17/2014,0.010264936,0.013705661
7/18/2014,-0.002320251,-0.000605453
7/21/2014,0.00501615,0.008379563
7/22/2014,0.001754438,0.001702083
7/23/2014,0.000488156,-0.000499672
7/24/2014,-0.00484915,-0.001499994
7/25/2014,0.000288155,0.00200292
7/28/2014,-0.004527787,-0.004497745
7/29/2014,6.09127E-05,0.00321298
7/30/2014,-0.01999924,-0.020716866
7/31/2014,-0.002859121,-0.005416241
8/1/2014,0.007189032,0.006781729
8/4/2014,-0.00968547,-0.008471232
8/5/2014,1.56384E-05,-0.001852747
8/6/2014,-0.00555662,-0.003609368
8/7/2014,0.011531403,0.006106409
8/8/2014,0.002759425,0.006686644
8/11/2014,-0.001636642,-0.001635054
8/12/2014,0.00670716,0.011361378
8/13/2014,0.004345814,0.00131552
8/14/2014,-6.13729E-05,0.002122569
8/15/2014,0.008531672,0.009883965
8/18/2014,0.005000652,0.008189408
8/19/2014,0.002477813,-0.000495145
8/20/2014,0.002949889,0.005153588
8/21/2014,-0.001992587,0.000887258
8/22/2014,0.004787779,0
8/25/2014,0.001051081,0.000886625
8/26/2014,4.9987E-05,-0.00088584
8/27/2014,-0.001689901,-0.001181958
8/28/2014,0.003320415,0.006016038
8/29/2014,-0.000544066,0.001764977
9/2/2014,-0.000779141,-0.008122959
9/3/2014,-0.001534421,-0.001184061
9/4/2014,0.005035886,0.006915026
9/5/2014,-0.003073114,0.002550833
9/8/2014,-0.006545009,-0.006263012
9/9/2014,0.003646074,0.008074965
9/10/2014,0.000881906,0.003223631
9/11/2014,-0.005962558,-0.00584249
9/12/2014,-0.000710151,-0.007639451
9/15/2014,0.007484376,0.007402375
9/16/2014,0.001295644,0.001959286
9/17/2014,0.00489118,0.006453648
9/18/2014,-0.00047727,-0.004469128
9/19/2014,-0.008013323,-0.008392679
9/22/2014,-0.005776501,-0.002165032
9/23/2014,0.007832491,0.007012839
9/24/2014,-0.016168773,-0.023571132
9/25/2014,0.008575825,0.012874828
9/26/2014,-0.002546802,9.91728E-05
9/29/2014,-0.002785929,0.000496599
9/30/2014,-0.013248561,-0.017467293
10/1/2014,5.14346E-06,0.000808056
10/2/2014,0.011165509,0.008377076
10/3/2014,-0.00156516,-0.000400223
10/6/2014,-0.015126053,-0.017022253
10/7/2014,0.01746165,0.019659698
10/8/2014,-0.020661415,-0.015284714
10/9/2014,-0.011451012,-0.031043947
10/10/2014,-0.01646793,-0.013087463
10/13/2014,0.001578865,0.002015633
10/14/2014,-0.008100315,-0.004976128
10/15/2014,0.000144978,-0.005533086
10/16/2014,0.012884107,0.011555597
10/17/2014,0.009142657,0.006558351
10/20/2014,0.019574487,0.021647533
10/21/2014,-0.00729933,-0.00637723
10/22/2014,0.012303377,0.016459626
10/23/2014,0.00705345,0.008452847
10/24/2014,-0.001501568,0.000505085
10/27/2014,0.011939073,0.014737121
10/28/2014,-0.001385355,-0.002984174
10/29/2014,0.006230124,-0.003192775
10/30/2014,0.011731394,0.017215438
10/31/2014,-0.000118922,0.003640509
11/3/2014,-0.002829842,0.000196286
11/4/2014,0.005700497,9.78897E-05
11/5/2014,0.003775513,0.001274386
11/6/2014,0.000349586,0
11/7/2014,0.003120185,0.002740662
11/10/2014,0.000696694,0.001464181
11/11/2014,-0.000701117,0.002924485
11/12/2014,0.000529845,0.005150926
11/13/2014,0.00024027,0.008702411
11/14/2014,0.000735359,-0.002875678
11/17/2014,0.005133984,0.005287445
11/18/2014,-0.001501159,-0.008032776
11/19/2014,0.001967096,0.007230199
11/20/2014,0.005236877,0.002297148
11/21/2014,0.002864023,0.007543845
11/24/2014,-0.00115003,-0.000568669
11/25/2014,0.002805982,0.01033678
11/26/2014,-0.002542427,0.002721873
11/28/2014,-0.006829363,-0.012917736
12/1/2014,0.006384461,0.001991536
12/2/2014,0.003764743,0.005110701
12/3/2014,-0.001161896,0.000376675
12/4/2014,0.001665216,0
12/5/2014,-0.007256565,-0.014119055
12/8/2014,-0.000237824,0.005823938
12/9/2014,-0.016350968,-0.017845315
12/10/2014,0.004535689,0.005315622
12/11/2014,-0.016213587,-0.014900952
12/12/2014,-0.006342587,-0.006733727
12/15/2014,-0.008489023,-0.015032431
12/16/2014,0.020352416,0.019052487
12/17/2014,0.024015204,0.030442272
12/18/2014,0.004570049,0.004749643
12/19/2014,0.003810464,0.009454606
12/22/2014,0.001746362,0.001498638
12/23/2014,-0.000139297,-0.000331103
12/24/2014,0.003309575,0.004318429
12/26/2014,0.000861774,-0.005234609
12/29/2014,-0.004888604,-0.0077995
12/30/2014,-0.010310859,-0.011269926
12/31/2014,-0.000339964,-0.003256575
1/2/2015,-0.018278105,-0.015952325
1/5/2015,-0.008893472,-0.013574194
1/6/2015,0.011629843,0.008414749
1/7/2015,0.017888281,0.024936281
1/8/2015,-0.008403811,-0.003831239
1/9/2015,-0.008093685,-0.013654031
1/12/2015,-0.002578555,-0.000194957
1/13/2015,-0.005813067,-0.005265139
1/14/2015,-0.009247876,-0.014703035
1/15/2015,0.013424199,0.008456232
1/16/2015,0.001549952,0.008582301
1/20/2015,0.004731624,0.002054045
1/21/2015,0.015269722,0.020595247
1/22/2015,-0.005491522,0.001817284
1/23/2015,0.002568461,-0.003055003
1/26/2015,-0.013387862,-0.032461923
1/27/2015,-0.01349561,-0.00079162
1/28/2015,0.009534685,0.010201957
1/29/2015,-0.012991965,-0.015981888
1/30/2015,0.012962464,0.009266696
2/2/2015,0.014439495,0.010958538
2/3/2015,-0.004156046,0.001562364
2/4/2015,0.010291407,0.008580453
2/5/2015,-0.003418172,-0.003866946
2/6/2015,-0.004247195,-0.001552811
2/9/2015,0.010675561,0.016912976
2/10/2015,-2.90338E-05,0.003727674
2/11/2015,0.009644506,0.016474626
2/12/2015,0.004074739,0.008806425
2/13/2015,0.001597575,0.000185713
2/17/2015,-0.000314309,0.001857145
2/18/2015,-0.001062058,0.004170391
2/19/2015,0.006126534,0.00581471
2/20/2015,-0.000303339,0.000550447
2/23/2015,0.002758771,0.00238438
2/24/2015,-0.000765724,-0.007136287
2/25/2015,-0.001476028,0.007279789
2/26/2015,-0.002956304,-0.004940077
2/27/2015,0.006124919,0.009193634
3/2/2015,-0.004538542,-0.00792562
3/3/2015,-0.004388503,-0.003764963
3/4/2015,0.00119608,-0.002027805
3/5/2015,-0.014173946,-0.010806326
3/6/2015,0.003944421,0.004481849
3/9/2015,-0.01696133,-0.020542834
3/10/2015,-0.00191768,-0.005694328
3/11/2015,0.01260144,0.003817778
3/12/2015,-0.006074711,-0.004849015
3/13/2015,0.013533671,0.011847841
3/16/2015,-0.003320174,0.002832758
3/17/2015,0.012158422,0.012146884
3/18/2015,-0.004872579,-0.001860619
3/19/2015,0.009012755,0.005778737
3/20/2015,-0.001745731,0.001112088
3/23/2015,-0.006139422,-0.002962247
3/24/2015,-0.014558906,-0.028730531
3/25/2015,-0.0023775,0.000862561
3/26/2015,0.002368562,0.002202626
3/27/2015,0.012236645,0.011847881
3/30/2015,-0.008795775,-0.008876413
3/31/2015,-0.003965372,-0.00533549
4/1/2015,0.003529667,-0.001149319
4/2/2015,0.006608815,0.011028079
4/6/2015,-0.002061904,-0.001707356
4/7/2015,0.002682533,0.002280367
4/8/2015,0.004457481,0.005308468
4/9/2015,0.005202865,0.00443193
4/10/2015,-0.004581281,-0.003097874
4/13/2015,0.001629759,-0.003955472
4/14/2015,0.005148196,0.010494689
4/15/2015,-0.000778444,-0.002806852
4/16/2015,-0.011311245,-0.016138277
4/17/2015,0.009235131,0.019740715
4/20/2015,-0.001480605,-0.000935148
4/21/2015,0.00508748,0.008798918
4/22/2015,0.002357716,0.00296925
4/23/2015,0.0022528,0.010084167
4/24/2015,-0.004141314,0.003388989
4/27/2015,0.002769232,0.001004186
4/28/2015,-0.003740336,-0.006565778
4/29/2015,-0.010128907,-0.015329651
4/30/2015,0.010923002,0.014636037
5/1/2015,0.002940749,0.000275753
5/4/2015,-0.011837384,-0.016809193
5/5/2015,-0.004455725,-0.007754
5/6/2015,0.003773814,0.006496394
5/7/2015,0.013457901,0.013938315
5/8/2015,-0.005089561,-0.004797454
5/11/2015,-0.002949638,-0.005376826
5/12/2015,-0.000304955,0.005126223
5/13/2015,0.010779287,0.017155152
5/14/2015,0.000768414,-0.003464443
5/15/2015,0.003047948,0.004940125
5/18/2015,-0.000643375,-0.002002738
5/19/2015,-0.000930516,0.001003378
5/20/2015,0.002337874,0.003553734
5/21/2015,-0.002233886,0.000998964
5/22/2015,-0.01028198,-0.014513694
5/26/2015,0.009162641,0.018593353
5/27/2015,-0.001266761,-0.000722961
5/28/2015,-0.006318469,-0.007234572
5/29/2015,0.002059461,0.003005881
6/1/2015,-0.001008596,-0.00281523
6/2/2015,0.002118871,0.002003509
6/3/2015,-0.008623167,-0.009634333
6/4/2015,-0.001436183,-0.000550614
6/5/2015,-0.00647451,-0.013039538
6/8/2015,0.000418353,-0.002418998
6/9/2015,0.012042425,0.015668714
6/10/2015,0.001738626,-0.000918383
6/11/2015,-0.0069943,-0.008547785
6/12/2015,-0.004622572,-0.005098593
6/15/2015,0.005689856,0.006056549
6/16/2015,0.001979641,0.00185229
6/17/2015,0.009902711,0.007950526
6/18/2015,-0.005303502,-0.007245874
6/19/2015,0.006094867,0.00683685
6/22/2015,0.000635868,-0.000367053
6/23/2015,-0.007353297,-0.004023816
6/24/2015,-0.002973574,-0.003140834
6/25/2015,-0.00039008,-0.011676484
6/26/2015,-0.020866194,-0.021378266
6/29/2015,0.002658489,0.002874528
6/30/2015,0.00693604,0.004012463
7/1/2015,-0.000308023,0.001617678
7/2/2015,-0.003861757,-0.005130174
7/6/2015,0.006080975,0.00047746
7/7/2015,-0.016652749,-0.01670321
7/8/2015,0.002262203,-0.003591619
7/9/2015,0.012338485,0.016171462
7/10/2015,0.011066049,0.015914266
7/13/2015,0.004453159,0.004529409
7/14/2015,-0.000734986,0.000563761
7/15/2015,0.008014681,0.012674905
7/16/2015,0.001106183,0.017615239
7/17/2015,0.000771234,0.003826672
7/20/2015,-0.004261689,-0.00490108
7/21/2015,-0.00238771,-0.018150295
7/22/2015,-0.00567604,-0.00055762
7/23/2015,-0.010703328,-0.008086179
7/24/2015,-0.005775015,-0.009276324
7/27/2015,0.012386154,0.010119801
7/28/2015,0.007318795,0.00365186
7/29/2015,2.83676E-05,0.001585831
